name,price,discount,date
Kalani KA1038,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Kalani KA1039,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Kalani KA1044,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Kalani KA1039,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Kalani KA1059,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Kalani KA1006,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Kalani KA1001,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Ray Ban 0RX6375,113520.0,20% marcos + cristales,2025-03-01 00:28:00
Harper HA1004,1.0,$1,2025-03-01 00:28:00
Kalani KA1045,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Lucca LU1018,26925.0,25% marcos + cristales,2025-03-01 00:28:00
Kalani KA1044,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Harper HA1051,35175.0,25% marcos + cristales,2025-03-01 00:28:00
Kalani KA1042,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Giacomo GI1001,1.0,$1,2025-03-01 00:28:00
Kalani KA1009,1.0,$1,2025-03-01 00:28:00
RayBan 0RX5418,125520.0,20% marcos + cristales,2025-03-01 00:28:00
Giacomo GI1026,1.0,$1,2025-03-01 00:28:00
Lucca LU1009,26925.0,25% marcos + cristales,2025-03-01 00:28:00
Kalani KA1012,41175.0,25% marcos + cristales,2025-03-01 00:28:00
RayBan 0RX5285,132720.0,20% marcos + cristales,2025-03-01 00:28:00
Giacomo GI1020,1.0,$1,2025-03-01 00:28:00
RayBan 0RX7046,105520.0,20% marcos + cristales,2025-03-01 00:28:00
Kalani KA1043,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Giacomo GI1016,1.0,$1,2025-03-01 00:28:00
Kalani KA1056,1.0,$1,2025-03-01 00:28:00
Giacomo GI1002,1.0,$1,2025-03-01 00:28:00
Rayban 0RX7230,148720.0,20% marcos + cristales,2025-03-01 00:28:00
Kalani KA1056,1.0,$1,2025-03-01 00:28:00
RayBan 0RX5154,132720.0,20% marcos + cristales,2025-03-01 00:28:00
Ray Ban 0RX7017,132720.0,20% marcos + cristales,2025-03-01 00:28:00
Kalani KA1013,41175.0,25% marcos + cristales,2025-03-01 00:28:00
RayBan 0RX6494,140720.0,20% marcos + cristales,2025-03-01 00:28:00
Kalani KA1040,1.0,$1,2025-03-01 00:28:00
Emporio 0EA1105,117520.0,20% marcos + cristales,2025-03-01 00:28:00
Ray Ban RX7208,148720.0,20% marcos + cristales,2025-03-01 00:28:00
Giacomo GI1024,1.0,$1,2025-03-01 00:28:00
Kalani KA1037,1.0,$1,2025-03-01 00:28:00
RayBan 0RX6335,125520.0,20% marcos + cristales,2025-03-01 00:28:00
Giacomo GI1009,1.0,$1,2025-03-01 00:28:00
Kalani KA1006,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Kalani KA1016,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Emporio 0EA3229,109520.0,20% marcos + cristales,2025-03-01 00:28:00
Giacomo GI1010,1.0,$1,2025-03-01 00:28:00
Lucca LU1005,26925.0,25% marcos + cristales,2025-03-01 00:28:00
null,,0,2025-03-01 00:28:00
Kalani KA1003,1.0,$1,2025-03-01 00:28:00
Kalani KA1004,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Kalani KA1012,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Giacomo GI1016,1.0,$1,2025-03-01 00:28:00
Kalani KA1013,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Kalani KA1016,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Lucca LU1016,26925.0,25% marcos + cristales,2025-03-01 00:28:00
Kalani KA1011,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Kalani KA1060,1.0,$1,2025-03-01 00:28:00
Harper HA1002,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Cat Chuck,79920.0,20% marcos + cristales,2025-03-01 00:28:00
Ray Ban 0RX6375,113520.0,20% marcos + cristales,2025-03-01 00:28:00
Kalani KA1003,1.0,$1,2025-03-01 00:28:00
Kalani KA1007,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Giacomo GI1015,1.0,$1,2025-03-01 00:28:00
RayBan 0RX5406,113520.0,20% marcos + cristales,2025-03-01 00:28:00
Emporio 0EA1041,125520.0,20% marcos + cristales,2025-03-01 00:28:00
Kalani KA1058,1.0,$1,2025-03-01 00:28:00
Lucca LU1023,26925.0,25% marcos + cristales,2025-03-01 00:28:00
Polo RLPH2262,103120.0,20% marcos + cristales,2025-03-01 00:28:00
Kalani KA1038,1.0,$1,2025-03-01 00:28:00
Oakley 0OX8177,91920.0,20% marcos + cristales,2025-03-01 00:28:00
Oakley 0OX8144,109520.0,20% marcos + cristales,2025-03-01 00:28:00
Emporio 0EA3233,125520.0,20% marcos + cristales,2025-03-01 00:28:00
Kalani KA1005,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Cat CTO3010,79920.0,20% marcos + cristales,2025-03-01 00:28:00
Giacomo GI1007,1.0,$1,2025-03-01 00:28:00
RayBan Kids RY9097V,57520.0,20% marcos + cristales,2025-03-01 00:28:00
Arnette 0AN7175,51920.0,20% marcos + cristales,2025-03-01 00:28:00
Persol 0PO3007VM,188720.0,20% marcos + cristales,2025-03-01 00:28:00
Oakley 0OX8060,101520.0,20% marcos + cristales,2025-03-01 00:28:00
Giacomo GI1006,1.0,$1,2025-03-01 00:28:00
Lucca LU1006,26925.0,25% marcos + cristales,2025-03-01 00:28:00
Boss B1040,158320.0,20% marcos + cristales,2025-03-01 00:28:00
Cat Chisel,79920.0,20% marcos + cristales,2025-03-01 00:28:00
Harper HA1017,1.0,$1,2025-03-01 00:28:00
Oakley 0OX8081,109520.0,20% marcos + cristales,2025-03-01 00:28:00
Harper HA1058,35175.0,25% marcos + cristales,2025-03-01 00:28:00
Kalani KA1001,1.0,$1,2025-03-01 00:28:00
Polo RLPH2267,118320.0,20% marcos + cristales,2025-03-01 00:28:00
Polo RLPH2083,114320.0,20% marcos + cristales,2025-03-01 00:28:00
RayBan 0RY1632,57520.0,20% marcos + cristales,2025-03-01 00:28:00
THilfigr TH1919,127920.0,20% marcos + cristales,2025-03-01 00:28:00
Boss B1007/IT,151920.0,20% marcos + cristales,2025-03-01 00:28:00
Harper HA1158 Clip On,49425.0,25% marcos + cristales,2025-03-01 00:28:00
Rayban 0RX7229,132720.0,20% marcos + cristales,2025-03-01 00:28:00
Kalani KA1058,1.0,$1,2025-03-01 00:28:00
Lucca LU1002,26925.0,25% marcos + cristales,2025-03-01 00:28:00
Kalani KA1008,1.0,$1,2025-03-01 00:28:00
Harper HA1054,35175.0,25% marcos + cristales,2025-03-01 00:28:00
Hugo HG 1097,99920.0,20% marcos + cristales,2025-03-01 00:28:00
RayBan 0RX5228,132720.0,20% marcos + cristales,2025-03-01 00:28:00
Prada  0PR14WV,184720.0,20% marcos + cristales,2025-03-01 00:28:00
Cat Gambrel,79920.0,20% marcos + cristales,2025-03-01 00:28:00
Harper HA1177,26925.0,25% marcos + cristales,2025-03-01 00:28:00
Polo RLPH1175,103120.0,20% marcos + cristales,2025-03-01 00:28:00
Giacomo GI1015,1.0,$1,2025-03-01 00:28:00
Harper HA1068,35175.0,25% marcos + cristales,2025-03-01 00:28:00
Harper HA1053,35175.0,25% marcos + cristales,2025-03-01 00:28:00
Oakley 0OX8153,148720.0,20% marcos + cristales,2025-03-01 00:28:00
Kalani KA1007,1.0,$1,2025-03-01 00:28:00
Giacomo GI1025,1.0,$1,2025-03-01 00:28:00
Ray Ban 0RX3447,125520.0,20% marcos + cristales,2025-03-01 00:28:00
Kalani KA1060,1.0,$1,2025-03-01 00:28:00
Prada 0PRA10V,279920.0,20% marcos + cristales,2025-03-01 00:28:00
Hugo HG 1198,117520.0,20% marcos + cristales,2025-03-01 00:28:00
Kalani KA1011,1.0,$1,2025-03-01 00:28:00
Rayban 0RX7225,113520.0,20% marcos + cristales,2025-03-01 00:28:00
Harper HA1019,1.0,$1,2025-03-01 00:28:00
Harper HA1007,26925.0,25% marcos + cristales,2025-03-01 00:28:00
Polo RLPH2218,95120.0,20% marcos + cristales,2025-03-01 00:28:00
Emporio 0EA3177,109520.0,20% marcos + cristales,2025-03-01 00:28:00
Miraflex Juvenil 0MF4002,43920.0,20% marcos + cristales,2025-03-01 00:28:00
Arnette 0AN6138,69520.0,20% marcos + cristales,2025-03-01 00:28:00
Oakley 0OX8060,101520.0,20% marcos + cristales,2025-03-01 00:28:00
Harper HA1163,41175.0,25% marcos + cristales,2025-03-01 00:28:00
Lucca LU1002,26925.0,25% marcos + cristales,2025-03-01 00:28:00
