,name,price,discount
149,Harper HA1075,43.900,35% marcos + cristales
150,Kalani KA1038,76.900,35% marcos + cristales
151,Harper HA1004,54.900,35% marcos + cristales
152,Polaroid PLD482,76.900,35% marcos + cristales
153,Prada  0PR14WV,211.900,0
154,Harper HA1078,43.900,35% marcos + cristales
155,Kalani KA1045,76.900,35% marcos + cristales
156,Harper HA1069,43.900,35% marcos + cristales
157,Lacoste L2889,99.900,35% marcos + cristales
158,Under Armour UA5043,109.900,35% marcos + cristales
159,Unofficial Juvenil UNOT0045,0,Marcos Gratis
160,Unofficial UNOM0064,0,Marcos Gratis
161,Lucca LU1005,32.900,0
162,Miraflex 0MF4002,44.900,0
163,Harper HA1018,54.900,35% marcos + cristales
164,Kalani KA1044,76.900,35% marcos + cristales
165,Hugo HG1209,144.900,35% marcos + cristales
166,Guess GU2872,150.900,35% marcos + cristales
167,Cat Inlay,99.900,35% marcos + cristales
168,Lucca LU1025,32.900,0
169,Lucca LU1019,32.900,0
170,DbyD DBOM5047,43.900,0
171,Carrera  C8863,139.900,35% marcos + cristales
172,Hugo HG 1201,129.900,35% marcos + cristales
173,Lucca LU1001,32.900,35% marcos + cristales
174,Adidas OR5014,114.900,35% marcos + cristales
175,Kalani KA1041,76.900,35% marcos + cristales
176,RayBan 0RX3717V,148.900,35% marcos + cristales
177,Nike 7037,99.900,35% marcos + cristales
178,Kalani KA1057,65.900,0
179,Unofficial UNOM0236,0,Marcos Gratis
180,Polaroid D477,85.900,35% marcos + cristales
181,Harper HA1064,43.900,35% marcos + cristales
182,Nike 7128,99.900,35% marcos + cristales
183,Unofficial Kids UNOK5066,0,Marcos Gratis
184,Oakley 0OX8178,113.900,0
185,Persol 0PO3301V,208.900,35% marcos + cristales
186,Dolce and Gabbana 0DG3372,230.900,35% marcos + cristales
187,Giacomo GI1007,76.900,35% marcos + cristales
188,Lucca LU1011,32.900,35% marcos + cristales
189,Kalani KA1036,76.900,35% marcos + cristales
190,Kalani KA1011,65.900,35% marcos + cristales
191,Kalani KA1012,65.900,35% marcos + cristales
192,Kalani KA1010,65.900,35% marcos + cristales
193,Giacomo GI1001,76.900,35% marcos + cristales
194,Karun KAOF0083,84.900,35% marcos + cristales
195,Harper HA1015,54.900,35% marcos + cristales
196,THilfigr TH 1616/RE,125.900,35% marcos + cristales
197,Harper HA1067,43.900,35% marcos + cristales
198,Seen Kids SNK08,0,Marcos Gratis
199,Harper HA1123,54.900,35% marcos + cristales
200,Lucca LU1024,32.900,0
201,Harper HA1003,43.900,35% marcos + cristales
202,Polaroid PLD488,64.900,35% marcos + cristales
203,Polaroid PLD D460/G,83.900,35% marcos + cristales
204,Polaroid PLD D482,76.900,35% marcos + cristales
205,Persol 0PO3337V,222.900,35% marcos + cristales
206,Boss 1437,184.900,35% marcos + cristales
207,Prada 0PRA10V,290.900,35% marcos + cristales
208,Lucca LU1013,32.900,35% marcos + cristales
209,Harper HA1110,54.900,35% marcos + cristales
210,Kalani KA1060,65.900,35% marcos + cristales
211,Kalani KA1039,76.900,35% marcos + cristales
212,Lacoste L2603ND,99.900,35% marcos + cristales
213,CKJeans CKJ492AF,99.900,35% marcos + cristales
214,Harper HA1055,43.900,35% marcos + cristales
215,Fossil FOS 7155/G,129.900,35% marcos + cristales
216,Harper HA1016,54.900,35% marcos + cristales
217,Kalani KA1060,65.900,35% marcos + cristales
218,Miraflex Baby one 1-2 años,54.900,35% marcos + cristales
219,Unoffic UNOM0300,0,Marcos Gratis
220,Unoffic UNOM0300,0,Marcos Gratis
221,Miraflex 0MF4005,49.900,0
222,Harper HA1123,54.900,35% marcos + cristales
223,Harper HA1124,54.900,35% marcos + cristales
224,Harper HA1011,43.900,35% marcos + cristales
225,Harper HA1006,43.900,35% marcos + cristales
226,Miraflex 0MF4002,44.900,35% marcos + cristales
227,Rayban 0RX7225,126.900,35% marcos + cristales
228,Harper HA1007,43.900,35% marcos + cristales
229,Polaroid PLD D485,90.900,35% marcos + cristales
230,Prada  0PR01WV,230.900,35% marcos + cristales
231,Carrera Juvenil 2012T,113.900,35% marcos + cristales
232,Giacomo GI1001,76.900,35% marcos + cristales
233,Giacomo GI1010,76.900,35% marcos + cristales
234,Harper HA1062,43.900,35% marcos + cristales
235,Fossil FOS 7064,96.900,35% marcos + cristales
236,Arnette 0AN7208,60.900,35% marcos + cristales
237,CAT GANISTER004,94.900,35% marcos + cristales
238,Nike 7117,99.900,35% marcos + cristales
239,Giacomo GI1003,76.900,35% marcos + cristales
240,Kalani KA1045,76.900,35% marcos + cristales
241,Giacomo GI1005,76.900,35% marcos + cristales
242,Kalani KA1058,65.900,35% marcos + cristales
243,Miraflex New baby 3,54.900,35% marcos + cristales
244,Kalani KA1058,65.900,35% marcos + cristales
245,Nike 7245,99.900,35% marcos + cristales
246,Miraflex 0MF4002,44.900,0
247,Adidas SP5045,94.900,35% marcos + cristales
248,Harper HA1126,54.900,35% marcos + cristales
249,Harper Juvenil HA1304,54.900,0
250,Harper HA1013,43.900,35% marcos + cristales
251,Harper HA1010,43.900,35% marcos + cristales
252,Polaroid PLD D453,73.900,35% marcos + cristales
253,Persol 0PO3329V,268.900,35% marcos + cristales
254,Carrera C308,119.900,35% marcos + cristales
255,Persol 0PO3296V,198.900,35% marcos + cristales
256,Prada  0PR14WV,211.900,35% marcos + cristales
257,Harper HA1072,43.900,35% marcos + cristales
258,Under Armour UA 5000/G,129.900,35% marcos + cristales
259,Fossil FOS7154/G,129.900,35% marcos + cristales
260,Giacomo GI1010,76.900,35% marcos + cristales
261,Kalani KA1010,65.900,35% marcos + cristales
262,Giacomo GI1006,76.900,35% marcos + cristales
263,Under Armour UA 5006/G,134.900,35% marcos + cristales
264,Emporio 0EA3227,131.900,35% marcos + cristales
265,Emporio 0EA3194,131.900,35% marcos + cristales
266,Puma PE0028O,94.900,35% marcos + cristales
267,Fossil FOS 6061,84.900,35% marcos + cristales
268,Kalani KA1008,65.900,35% marcos + cristales
269,Harper HA1013,54.900,35% marcos + cristales
270,Miraflex 0MF4001,44.900,35% marcos + cristales
271,Kalani KA1056,65.900,35% marcos + cristales
272,Adidas SP5048,94.900,35% marcos + cristales
273,Giacomo GI1008,76.900,35% marcos + cristales
274,Fossil FOS 7014,95.900,35% marcos + cristales
275,Miraflex 0MF4001,44.900,35% marcos + cristales
276,Harper HA1061,43.900,35% marcos + cristales
277,Kalani KA1059,65.900,35% marcos + cristales
278,Giacomo GI1020,76.900,35% marcos + cristales
279,Unofficial Kids UNOK5050,0,Marcos Gratis
280,Unoffic UNOM0052,0,Marcos Gratis
281,GVBaby GBJK02,0,Marcos Gratis
282,Unoffic Kids UNOK0013,0,Marcos Gratis
283,Rayban 0RX0298V,148.900,0
284,Rayban 0RY9078V,60.900,0
285,Harper HA1004,43.900,35% marcos + cristales
286,Harper HA1005,43.900,35% marcos + cristales
287,Polaroid PLD D462,76.900,35% marcos + cristales
288,Carrera CARRERA 175 086 55/17,130.900,35% marcos + cristales
289,Prada  0PR16MV,181.900,35% marcos + cristales
290,Prada  0PR15YV,270.900,35% marcos + cristales
291,Miraflex New baby 4,59.900,35% marcos + cristales
292,THilfigr TH 1594 ,149.900,35% marcos + cristales
293,Fossil FOS7148,104.900,35% marcos + cristales
294,Giacomo GI1006,76.900,35% marcos + cristales
295,THilfigr TH 1636,126.900,35% marcos + cristales
296,Kalani KA1001,65.900,35% marcos + cristales
297,Lacoste L2254,99.900,35% marcos + cristales
298,CAT CAT3002,94.900,35% marcos + cristales
299,Arnette 0AN6135,84.900,35% marcos + cristales
300,Harper HA1012,54.900,35% marcos + cristales
301,Carrera C8830/V,132.900,35% marcos + cristales
302,Giacomo GI1012,76.900,35% marcos + cristales
303,Hugo HG1199,140.900,35% marcos + cristales
304,Hugo HG1210,144.900,35% marcos + cristales
305,Fossil FOS 7127,99.900,35% marcos + cristales
306,Kalani KA1056,65.900,35% marcos + cristales
307,Harper HA1065,43.900,35% marcos + cristales
308,Fossil FOS 6016,91.900,35% marcos + cristales
309,Harper HA1128,54.900,35% marcos + cristales
310,Harper HA1009,43.900,35% marcos + cristales
311,Harper HA1008,43.900,35% marcos + cristales
312,Harper HA1126,54.900,35% marcos + cristales
313,Harper HA1001,43.900,35% marcos + cristales
314,Prada  0PR54TV,250.900,35% marcos + cristales
315,Boss 1444/N,199.900,35% marcos + cristales
316,Prada  0PR22ZV,290.900,35% marcos + cristales
317,Prada  0PR58ZV,270.900,35% marcos + cristales
318,Persol 0PO3218V,198.900,35% marcos + cristales
319,Cat Resaw,99.900,35% marcos + cristales
320,Harper HA1056,43.900,35% marcos + cristales
321,Kalani KA1038,76.900,35% marcos + cristales
322,Fossil FOS7146/G,119.900,35% marcos + cristales
323,Kalani KA1003,65.900,35% marcos + cristales
324,Kalani KA1042,76.900,35% marcos + cristales
325,Nike 7130,99.900,35% marcos + cristales
326,Kalani KA1004,65.900,35% marcos + cristales
327,Under Armour UA 5018/G,102.900,35% marcos + cristales
328,Harper HA1057,43.900,35% marcos + cristales
329,Arnette 0AN7169,64.900,35% marcos + cristales
330,Harper HA1017,54.900,35% marcos + cristales
331,Kalani KA1013,65.900,35% marcos + cristales
332,THilfigr TH 1442,148.900,35% marcos + cristales
333,Nike 7400,99.900,35% marcos + cristales
334,Giacomo GI1015,76.900,35% marcos + cristales
335,Harper HA1050,43.900,35% marcos + cristales
336,Harper HA1068,43.900,35% marcos + cristales
337,Kalani KA1014,65.900,35% marcos + cristales
338,Karun Cochamo Black,94.900,35% marcos + cristales
339,Giacomo GI1009,76.900,35% marcos + cristales
340,Harper HA1079,43.900,35% marcos + cristales
341,Unoffic UNOM0109,0,Marcos Gratis
342,Julius JUAM02,89.900,35% marcos + cristales
343,Harper HA1122,54.900,35% marcos + cristales
344,Miraflex 0MF4005,49.900,0
345,HugoBoss BOSS,219.900,35% marcos + cristales
346,Carrera C8853,132.900,35% marcos + cristales
347,Carrera CARDUC007,126.900,35% marcos + cristales
348,Boss 1449,224.900,35% marcos + cristales
349,Karun KAUF0013,84.900,35% marcos + cristales
350,Fossil FOS 7116/G,95.900,35% marcos + cristales
351,Giacomo GI1002,76.900,35% marcos + cristales
352,Harper HA1063,43.900,35% marcos + cristales
353,Harper HA1005,54.900,35% marcos + cristales
354,Kalani KA1007,65.900,35% marcos + cristales
355,Fossil FOS 6076,91.900,35% marcos + cristales
356,Nike 7129,99.900,35% marcos + cristales
357,Kalani KA1008,65.900,35% marcos + cristales
358,Fossil FOS7148,104.900,35% marcos + cristales
359,Giacomo GI1009,76.900,35% marcos + cristales
360,Kalani KA1014,65.900,35% marcos + cristales
361,Kalani KA1012,65.900,35% marcos + cristales
362,Giacomo GI1012,76.900,35% marcos + cristales
363,Giacomo GI1015,76.900,35% marcos + cristales
364,Harper HA1006,54.900,35% marcos + cristales
365,Lacoste L2860,99.900,35% marcos + cristales
366,Lacoste L2888,99.900,35% marcos + cristales
367,Giacomo GI1016,76.900,35% marcos + cristales
368,Kalani KA1040,76.900,35% marcos + cristales
369,Hugo HG1246,140.900,35% marcos + cristales
370,DbyD DBOM5047,0,Marcos Gratis
371,Unoffic UNOM0192,0,Marcos Gratis
372,Unoffic UNOM0164,0,Marcos Gratis
373,Miraflex 0MF4002,44.900,0
374,Harper HA1292,43.900,0
375,Cat CTO3013,99.900,0
376,Adidas OR5052,99.900,35% marcos + cristales
377,Harper HA1008,43.900,35% marcos + cristales
378,Harper HA1002,43.900,35% marcos + cristales
379,Prada  0PR19ZV,250.900,35% marcos + cristales
380,Prada  0PR16MV,181.900,35% marcos + cristales
381,Persol 0PO2460V,226.900,35% marcos + cristales
382,Carrera C8881,104.900,35% marcos + cristales
383,Persol 0PO3092V,189.900,35% marcos + cristales
384,Persol 0PO3315V,208.900,35% marcos + cristales
385,Lucca LU1004,32.900,35% marcos + cristales
386,Hugo HG1018,129.900,35% marcos + cristales
387,Kalani KA1001,65.900,35% marcos + cristales
388,Kalani KA1005,65.900,35% marcos + cristales
389,Giacomo GI1016,76.900,35% marcos + cristales
390,Kalani KA1013,65.900,35% marcos + cristales
391,Rayban 0RX7230,166.900,35% marcos + cristales
392,Harper HA1071,43.900,35% marcos + cristales
393,Giacomo GI1003,76.900,35% marcos + cristales
394,Harper HA1073,43.900,35% marcos + cristales
395,Fossil FOS 7148,104.900,35% marcos + cristales
396,Harper HA1114,54.900,35% marcos + cristales
397,Nike 7130,99.900,35% marcos + cristales
398,Kalani KA1043,76.900,35% marcos + cristales
399,CKJeans CKJ492AF,99.900,35% marcos + cristales
400,Harper HA1059,43.900,35% marcos + cristales
401,Giacomo GI1020,76.900,35% marcos + cristales
402,Under Armour UA5035,119.900,35% marcos + cristales
403,Kalani KA1059,65.900,0
404,Cat CTO3013,99.900,35% marcos + cristales
405,Harper HA1127,54.900,35% marcos + cristales
